Commit Hash,Commit Message,Commit Date,Author,Test File,Implementation File,Type
2cc64f54fdf857437ac7325639afdb67bbfb0388,"Added test cases


git-svn-id: https://svn.apache.org/repos/asf/hadoop/zookeeper/trunk@670799 13f79535-47bb-0310-9956-ffa450edef68",2007-11-09 00:36:20,Benjamin Reed,AsyncTest.java,Async.java,Not TDD
2cc64f54fdf857437ac7325639afdb67bbfb0388,"Added test cases


git-svn-id: https://svn.apache.org/repos/asf/hadoop/zookeeper/trunk@670799 13f79535-47bb-0310-9956-ffa450edef68",2007-11-09 00:36:20,Benjamin Reed,ClientTest.java,Client.java,Not TDD
2cc64f54fdf857437ac7325639afdb67bbfb0388,"Added test cases


git-svn-id: https://svn.apache.org/repos/asf/hadoop/zookeeper/trunk@670799 13f79535-47bb-0310-9956-ffa450edef68",2007-11-09 00:36:20,Benjamin Reed,CreateHammerTest.java,CreateHammer.java,Not TDD
2cc64f54fdf857437ac7325639afdb67bbfb0388,"Added test cases


git-svn-id: https://svn.apache.org/repos/asf/hadoop/zookeeper/trunk@670799 13f79535-47bb-0310-9956-ffa450edef68",2007-11-09 00:36:20,Benjamin Reed,OOMTest.java,OOM.java,Not TDD
2cc64f54fdf857437ac7325639afdb67bbfb0388,"Added test cases


git-svn-id: https://svn.apache.org/repos/asf/hadoop/zookeeper/trunk@670799 13f79535-47bb-0310-9956-ffa450edef68",2007-11-09 00:36:20,Benjamin Reed,QuorumTest.java,Quorum.java,Not TDD
2cc64f54fdf857437ac7325639afdb67bbfb0388,"Added test cases


git-svn-id: https://svn.apache.org/repos/asf/hadoop/zookeeper/trunk@670799 13f79535-47bb-0310-9956-ffa450edef68",2007-11-09 00:36:20,Benjamin Reed,RecoveryTest.java,Recovery.java,Not TDD
2cc64f54fdf857437ac7325639afdb67bbfb0388,"Added test cases


git-svn-id: https://svn.apache.org/repos/asf/hadoop/zookeeper/trunk@670799 13f79535-47bb-0310-9956-ffa450edef68",2007-11-09 00:36:20,Benjamin Reed,SessionTest.java,Session.java,Not TDD
2cc64f54fdf857437ac7325639afdb67bbfb0388,"Added test cases


git-svn-id: https://svn.apache.org/repos/asf/hadoop/zookeeper/trunk@670799 13f79535-47bb-0310-9956-ffa450edef68",2007-11-09 00:36:20,Benjamin Reed,ZooKeeperTestClient.java,ZooKeeperClient.java,Not TDD
a1c481ceca909e32ec49ff9738b5355eb1c367a7,"removed Create Hammer Test from ant test and added TestHammer which will not be a part of ant test

git-svn-id: https://svn.apache.org/repos/asf/hadoop/zookeeper/trunk@670803 13f79535-47bb-0310-9956-ffa450edef68",2007-11-09 19:47:39,,TestHammer.java,Hammer.java,Not TDD
e655cad3c57b98be9ccd5645a712ff5a57dc0480,"[ 1835834 ] trivial warnings patch



git-svn-id: https://svn.apache.org/repos/asf/hadoop/zookeeper/trunk@670840 13f79535-47bb-0310-9956-ffa450edef68",2007-11-29 18:24:51,Benjamin Reed,AsyncTest.java,Async.java,Not TDD
e655cad3c57b98be9ccd5645a712ff5a57dc0480,"[ 1835834 ] trivial warnings patch



git-svn-id: https://svn.apache.org/repos/asf/hadoop/zookeeper/trunk@670840 13f79535-47bb-0310-9956-ffa450edef68",2007-11-29 18:24:51,Benjamin Reed,TestHammer.java,Hammer.java,Not TDD
b1dcfbc2c4f7c43691627151dd04e0b49c2b5b49,"checking in a fix for the tests to use seperate directories

git-svn-id: https://svn.apache.org/repos/asf/hadoop/zookeeper/trunk@670852 13f79535-47bb-0310-9956-ffa450edef68",2007-12-08 01:13:51,,QuorumTest.java,Quorum.java,Not TDD
551012dac1494b57e829bcbd9bafb51b280a03fa,"checking in a test for session reusuability in the client library

git-svn-id: https://svn.apache.org/repos/asf/hadoop/zookeeper/trunk@670856 13f79535-47bb-0310-9956-ffa450edef68",2007-12-10 22:40:04,,SessionTest.java,Session.java,Not TDD
62d5b08a2593c0ca772714cef7e933786208281f,"zookeeper unit test suite.

git-svn-id: https://svn.apache.org/repos/asf/hadoop/zookeeper/trunk@670864 13f79535-47bb-0310-9956-ffa450edef68",2008-01-10 01:08:47,Andrew Kornev,TestDriver.cc,Driver.cc,Not TDD
62d5b08a2593c0ca772714cef7e933786208281f,"zookeeper unit test suite.

git-svn-id: https://svn.apache.org/repos/asf/hadoop/zookeeper/trunk@670864 13f79535-47bb-0310-9956-ffa450edef68",2008-01-10 01:08:47,Andrew Kornev,TestOperations.cc,Operations.cc,Not TDD
62d5b08a2593c0ca772714cef7e933786208281f,"zookeeper unit test suite.

git-svn-id: https://svn.apache.org/repos/asf/hadoop/zookeeper/trunk@670864 13f79535-47bb-0310-9956-ffa450edef68",2008-01-10 01:08:47,Andrew Kornev,TestZookeeperClose.cc,ZookeeperClose.cc,Not TDD
62d5b08a2593c0ca772714cef7e933786208281f,"zookeeper unit test suite.

git-svn-id: https://svn.apache.org/repos/asf/hadoop/zookeeper/trunk@670864 13f79535-47bb-0310-9956-ffa450edef68",2008-01-10 01:08:47,Andrew Kornev,TestZookeeperInit.cc,ZookeeperInit.cc,Not TDD
5a0a451b8069ef4e8bed9031f1f06ba1d0ed904d,"Added copyright header

git-svn-id: https://svn.apache.org/repos/asf/hadoop/zookeeper/trunk@670870 13f79535-47bb-0310-9956-ffa450edef68",2008-01-10 20:04:53,Andrew Kornev,TestDriver.cc,Driver.cc,Not TDD
5a0a451b8069ef4e8bed9031f1f06ba1d0ed904d,"Added copyright header

git-svn-id: https://svn.apache.org/repos/asf/hadoop/zookeeper/trunk@670870 13f79535-47bb-0310-9956-ffa450edef68",2008-01-10 20:04:53,Andrew Kornev,TestOperations.cc,Operations.cc,Not TDD
5a0a451b8069ef4e8bed9031f1f06ba1d0ed904d,"Added copyright header

git-svn-id: https://svn.apache.org/repos/asf/hadoop/zookeeper/trunk@670870 13f79535-47bb-0310-9956-ffa450edef68",2008-01-10 20:04:53,Andrew Kornev,TestZookeeperClose.cc,ZookeeperClose.cc,Not TDD
5a0a451b8069ef4e8bed9031f1f06ba1d0ed904d,"Added copyright header

git-svn-id: https://svn.apache.org/repos/asf/hadoop/zookeeper/trunk@670870 13f79535-47bb-0310-9956-ffa450edef68",2008-01-10 20:04:53,Andrew Kornev,TestZookeeperInit.cc,ZookeeperInit.cc,Not TDD
2474f37a0f2d5ceff68d6ca19d4d93fddb3995a1,"Added a mock for poll(); added a test for zk operations with concurrent disconnect.

git-svn-id: https://svn.apache.org/repos/asf/hadoop/zookeeper/trunk@670874 13f79535-47bb-0310-9956-ffa450edef68",2008-01-16 18:37:44,Andrew Kornev,TestOperations.cc,Operations.cc,Not TDD
2474f37a0f2d5ceff68d6ca19d4d93fddb3995a1,"Added a mock for poll(); added a test for zk operations with concurrent disconnect.

git-svn-id: https://svn.apache.org/repos/asf/hadoop/zookeeper/trunk@670874 13f79535-47bb-0310-9956-ffa450edef68",2008-01-16 18:37:44,Andrew Kornev,TestZookeeperClose.cc,ZookeeperClose.cc,Not TDD
a6d0a388682ae93fdee7e6c30143c60ad82ebcbb,"Refactored utility classes; added unit tests; removed an SVN property (eol-style)

git-svn-id: https://svn.apache.org/repos/asf/hadoop/zookeeper/trunk@670878 13f79535-47bb-0310-9956-ffa450edef68",2008-01-24 00:37:29,Andrew Kornev,TestDriver.cc,Driver.cc,Not TDD
a6d0a388682ae93fdee7e6c30143c60ad82ebcbb,"Refactored utility classes; added unit tests; removed an SVN property (eol-style)

git-svn-id: https://svn.apache.org/repos/asf/hadoop/zookeeper/trunk@670878 13f79535-47bb-0310-9956-ffa450edef68",2008-01-24 00:37:29,Andrew Kornev,TestOperations.cc,Operations.cc,Not TDD
a6d0a388682ae93fdee7e6c30143c60ad82ebcbb,"Refactored utility classes; added unit tests; removed an SVN property (eol-style)

git-svn-id: https://svn.apache.org/repos/asf/hadoop/zookeeper/trunk@670878 13f79535-47bb-0310-9956-ffa450edef68",2008-01-24 00:37:29,Andrew Kornev,TestZookeeperClose.cc,ZookeeperClose.cc,Not TDD
a6d0a388682ae93fdee7e6c30143c60ad82ebcbb,"Refactored utility classes; added unit tests; removed an SVN property (eol-style)

git-svn-id: https://svn.apache.org/repos/asf/hadoop/zookeeper/trunk@670878 13f79535-47bb-0310-9956-ffa450edef68",2008-01-24 00:37:29,Andrew Kornev,TestZookeeperInit.cc,ZookeeperInit.cc,Not TDD
911e7a8c6e6d1db1cd35ab7e809d4750a6a8b760,"Fixed gcc-2.95 compiler compatibility issues; updated README and ChangeLog

git-svn-id: https://svn.apache.org/repos/asf/hadoop/zookeeper/trunk@670880 13f79535-47bb-0310-9956-ffa450edef68",2008-01-24 21:25:25,Andrew Kornev,TestOperations.cc,Operations.cc,Not TDD
911e7a8c6e6d1db1cd35ab7e809d4750a6a8b760,"Fixed gcc-2.95 compiler compatibility issues; updated README and ChangeLog

git-svn-id: https://svn.apache.org/repos/asf/hadoop/zookeeper/trunk@670880 13f79535-47bb-0310-9956-ffa450edef68",2008-01-24 21:25:25,Andrew Kornev,TestZookeeperInit.cc,ZookeeperInit.cc,Not TDD
1153591dea3c1ca8c19e6f353dd10551c68c11c1,"fixed session ids to always be in hex

git-svn-id: https://svn.apache.org/repos/asf/hadoop/zookeeper/trunk@670886 13f79535-47bb-0310-9956-ffa450edef68",2008-01-30 18:43:29,,AsyncTest.java,Async.java,Not TDD
480cf1a3a180ac9a6125b8f82e8f04dfbc094554,"New tests

git-svn-id: https://svn.apache.org/repos/asf/hadoop/zookeeper/trunk@670890 13f79535-47bb-0310-9956-ffa450edef68",2008-02-07 21:29:28,Andrew Kornev,TestDriver.cc,Driver.cc,Not TDD
480cf1a3a180ac9a6125b8f82e8f04dfbc094554,"New tests

git-svn-id: https://svn.apache.org/repos/asf/hadoop/zookeeper/trunk@670890 13f79535-47bb-0310-9956-ffa450edef68",2008-02-07 21:29:28,Andrew Kornev,TestOperations.cc,Operations.cc,Not TDD
480cf1a3a180ac9a6125b8f82e8f04dfbc094554,"New tests

git-svn-id: https://svn.apache.org/repos/asf/hadoop/zookeeper/trunk@670890 13f79535-47bb-0310-9956-ffa450edef68",2008-02-07 21:29:28,Andrew Kornev,TestZookeeperClose.cc,ZookeeperClose.cc,Not TDD
480cf1a3a180ac9a6125b8f82e8f04dfbc094554,"New tests

git-svn-id: https://svn.apache.org/repos/asf/hadoop/zookeeper/trunk@670890 13f79535-47bb-0310-9956-ffa450edef68",2008-02-07 21:29:28,Andrew Kornev,TestZookeeperInit.cc,ZookeeperInit.cc,Not TDD
ebcb21f448d92c19e025279f3c27bbdb2fc75af5,"making the tests to compile since e thsignatrue for QuorumPeer changes.

git-svn-id: https://svn.apache.org/repos/asf/hadoop/zookeeper/trunk@670904 13f79535-47bb-0310-9956-ffa450edef68",2008-03-11 18:30:02,,QuorumTest.java,Quorum.java,Not TDD
da2a904e6492c3e203f93190118922a730b2c6fc,"A simple continuous integrity tester.


git-svn-id: https://svn.apache.org/repos/asf/hadoop/zookeeper/trunk@670905 13f79535-47bb-0310-9956-ffa450edef68",2008-03-14 21:37:29,Benjamin Reed,CTest.java,C.java,Not TDD
ac533ef7e5aa056aabc8be5189175403aebc9a7a,"This was moved to IntegrityCheck


git-svn-id: https://svn.apache.org/repos/asf/hadoop/zookeeper/trunk@670908 13f79535-47bb-0310-9956-ffa450edef68",2008-03-26 22:02:25,Benjamin Reed,CTest.java,C.java,Not TDD
bf1880ecb1385d570461213c352ff80b6ec9fb2f,"Fixes the bug (and there is a unit test to prove it) when a children watch set on the root node ""/"" would not be triggered.

git-svn-id: https://svn.apache.org/repos/asf/hadoop/zookeeper/trunk@670910 13f79535-47bb-0310-9956-ffa450edef68",2008-03-27 00:06:27,Andrew Kornev,DataTreeTest.java,DataTree.java,Not TDD
a5cc7ba8b6739698f81f7d50bdac8f610f60d5b8,"changed the tests to be compatible with old junit

git-svn-id: https://svn.apache.org/repos/asf/hadoop/zookeeper/trunk@670912 13f79535-47bb-0310-9956-ffa450edef68",2008-04-01 22:30:29,,DataTreeTest.java,DataTree.java,Not TDD
ae6e4c603e4f9d3171bf40f110685b6c92c4c2c6,"Added a new return code to zookeeper_process() -- ZNOTHING -- that
indicates that the socket has no more data to read; updated the unit tests

git-svn-id: https://svn.apache.org/repos/asf/hadoop/zookeeper/trunk@670913 13f79535-47bb-0310-9956-ffa450edef68",2008-04-04 19:02:37,Andrew Kornev,TestOperations.cc,Operations.cc,Not TDD
a40b75cd0894135def963ae24b8cbe37041a0592,"Modified the tests to ensure that connection has been established before proceeding.

git-svn-id: https://svn.apache.org/repos/asf/hadoop/zookeeper/trunk@670915 13f79535-47bb-0310-9956-ffa450edef68",2008-04-04 22:54:46,Andrew Kornev,AsyncTest.java,Async.java,Not TDD
a40b75cd0894135def963ae24b8cbe37041a0592,"Modified the tests to ensure that connection has been established before proceeding.

git-svn-id: https://svn.apache.org/repos/asf/hadoop/zookeeper/trunk@670915 13f79535-47bb-0310-9956-ffa450edef68",2008-04-04 22:54:46,Andrew Kornev,ClientTest.java,Client.java,Not TDD
a40b75cd0894135def963ae24b8cbe37041a0592,"Modified the tests to ensure that connection has been established before proceeding.

git-svn-id: https://svn.apache.org/repos/asf/hadoop/zookeeper/trunk@670915 13f79535-47bb-0310-9956-ffa450edef68",2008-04-04 22:54:46,Andrew Kornev,QuorumTest.java,Quorum.java,Not TDD
a40b75cd0894135def963ae24b8cbe37041a0592,"Modified the tests to ensure that connection has been established before proceeding.

git-svn-id: https://svn.apache.org/repos/asf/hadoop/zookeeper/trunk@670915 13f79535-47bb-0310-9956-ffa450edef68",2008-04-04 22:54:46,Andrew Kornev,RecoveryTest.java,Recovery.java,Not TDD
a40b75cd0894135def963ae24b8cbe37041a0592,"Modified the tests to ensure that connection has been established before proceeding.

git-svn-id: https://svn.apache.org/repos/asf/hadoop/zookeeper/trunk@670915 13f79535-47bb-0310-9956-ffa450edef68",2008-04-04 22:54:46,Andrew Kornev,SessionTest.java,Session.java,Not TDD
03954ba7db28b67fb8a7f4ca4ce1d12798207c09,"A unit test for the fis for ZooKeeperServer loadData() method to optimally scan for the most recent valid snapshot.

git-svn-id: https://svn.apache.org/repos/asf/hadoop/zookeeper/trunk@670919 13f79535-47bb-0310-9956-ffa450edef68",2008-04-05 00:51:34,Andrew Kornev,ZooKeeperServerTest.java,ZooKeeperServer.java,Not TDD
256fe64d65db6fb0bcf4f0dc9120b6ab47f3bee3,"[ 1942457 ] Add missing pkg statement to test


git-svn-id: https://svn.apache.org/repos/asf/hadoop/zookeeper/trunk@670924 13f79535-47bb-0310-9956-ffa450edef68",2008-04-15 15:04:06,Benjamin Reed,TestHammer.java,Hammer.java,Not TDD
edc4bf7ec225bba914037a89cf04c6601a8b9c33,"[ 1942451 ] build optimization: uptodate check on jute
[ 1943392 ] Test environment changes: unit/func/perf/coverage test



git-svn-id: https://svn.apache.org/repos/asf/hadoop/zookeeper/trunk@670925 13f79535-47bb-0310-9956-ffa450edef68",2008-04-17 22:37:55,Benjamin Reed,DeserializationPerfTest.java,DeserializationPerf.java,Not TDD
edc4bf7ec225bba914037a89cf04c6601a8b9c33,"[ 1942451 ] build optimization: uptodate check on jute
[ 1943392 ] Test environment changes: unit/func/perf/coverage test



git-svn-id: https://svn.apache.org/repos/asf/hadoop/zookeeper/trunk@670925 13f79535-47bb-0310-9956-ffa450edef68",2008-04-17 22:37:55,Benjamin Reed,SerializationPerfTest.java,SerializationPerf.java,Not TDD
cbf48b3780393f5f1c93ba3a2dfd94b9b7b2b047,"[ 1947090 ] Improper timeout tracking at clients (c patches)


git-svn-id: https://svn.apache.org/repos/asf/hadoop/zookeeper/trunk@670928 13f79535-47bb-0310-9956-ffa450edef68",2008-04-28 16:24:51,Benjamin Reed,TestOperations.cc,Operations.cc,Not TDD
888e0c5fc576415a7949a938bf1aad4be74984eb,"[ 1949253 ] Move to log4j for logging.


git-svn-id: https://svn.apache.org/repos/asf/hadoop/zookeeper/trunk@670930 13f79535-47bb-0310-9956-ffa450edef68",2008-04-29 22:27:32,Benjamin Reed,AsyncTest.java,Async.java,Not TDD
888e0c5fc576415a7949a938bf1aad4be74984eb,"[ 1949253 ] Move to log4j for logging.


git-svn-id: https://svn.apache.org/repos/asf/hadoop/zookeeper/trunk@670930 13f79535-47bb-0310-9956-ffa450edef68",2008-04-29 22:27:32,Benjamin Reed,ClientTest.java,Client.java,Not TDD
888e0c5fc576415a7949a938bf1aad4be74984eb,"[ 1949253 ] Move to log4j for logging.


git-svn-id: https://svn.apache.org/repos/asf/hadoop/zookeeper/trunk@670930 13f79535-47bb-0310-9956-ffa450edef68",2008-04-29 22:27:32,Benjamin Reed,QuorumTest.java,Quorum.java,Not TDD
888e0c5fc576415a7949a938bf1aad4be74984eb,"[ 1949253 ] Move to log4j for logging.


git-svn-id: https://svn.apache.org/repos/asf/hadoop/zookeeper/trunk@670930 13f79535-47bb-0310-9956-ffa450edef68",2008-04-29 22:27:32,Benjamin Reed,ZooKeeperTestClient.java,ZooKeeperClient.java,Not TDD
1a85483357106cf0993080a56ddd5c1e2644100c,"[ 1947090 ] Improper timeout tracking at clients


git-svn-id: https://svn.apache.org/repos/asf/hadoop/zookeeper/trunk@670933 13f79535-47bb-0310-9956-ffa450edef68",2008-04-29 23:11:26,Benjamin Reed,ClientTest.java,Client.java,Not TDD
ffce83512370e970426f7f6b7cff8f519de59bd4,"[ 1949196 ] KeeperException should be sub-typed


git-svn-id: https://svn.apache.org/repos/asf/hadoop/zookeeper/trunk@670958 13f79535-47bb-0310-9956-ffa450edef68",2008-05-12 23:01:25,Benjamin Reed,DeserializationPerfTest.java,DeserializationPerf.java,Not TDD
ffce83512370e970426f7f6b7cff8f519de59bd4,"[ 1949196 ] KeeperException should be sub-typed


git-svn-id: https://svn.apache.org/repos/asf/hadoop/zookeeper/trunk@670958 13f79535-47bb-0310-9956-ffa450edef68",2008-05-12 23:01:25,Benjamin Reed,SerializationPerfTest.java,SerializationPerf.java,Not TDD
ffce83512370e970426f7f6b7cff8f519de59bd4,"[ 1949196 ] KeeperException should be sub-typed


git-svn-id: https://svn.apache.org/repos/asf/hadoop/zookeeper/trunk@670958 13f79535-47bb-0310-9956-ffa450edef68",2008-05-12 23:01:25,Benjamin Reed,AsyncTest.java,Async.java,Not TDD
ffce83512370e970426f7f6b7cff8f519de59bd4,"[ 1949196 ] KeeperException should be sub-typed


git-svn-id: https://svn.apache.org/repos/asf/hadoop/zookeeper/trunk@670958 13f79535-47bb-0310-9956-ffa450edef68",2008-05-12 23:01:25,Benjamin Reed,ClientTest.java,Client.java,Not TDD
ffce83512370e970426f7f6b7cff8f519de59bd4,"[ 1949196 ] KeeperException should be sub-typed


git-svn-id: https://svn.apache.org/repos/asf/hadoop/zookeeper/trunk@670958 13f79535-47bb-0310-9956-ffa450edef68",2008-05-12 23:01:25,Benjamin Reed,OOMTest.java,OOM.java,Not TDD
ffce83512370e970426f7f6b7cff8f519de59bd4,"[ 1949196 ] KeeperException should be sub-typed


git-svn-id: https://svn.apache.org/repos/asf/hadoop/zookeeper/trunk@670958 13f79535-47bb-0310-9956-ffa450edef68",2008-05-12 23:01:25,Benjamin Reed,SessionTest.java,Session.java,Not TDD
ffce83512370e970426f7f6b7cff8f519de59bd4,"[ 1949196 ] KeeperException should be sub-typed


git-svn-id: https://svn.apache.org/repos/asf/hadoop/zookeeper/trunk@670958 13f79535-47bb-0310-9956-ffa450edef68",2008-05-12 23:01:25,Benjamin Reed,TestHammer.java,Hammer.java,Not TDD
ffce83512370e970426f7f6b7cff8f519de59bd4,"[ 1949196 ] KeeperException should be sub-typed


git-svn-id: https://svn.apache.org/repos/asf/hadoop/zookeeper/trunk@670958 13f79535-47bb-0310-9956-ffa450edef68",2008-05-12 23:01:25,Benjamin Reed,ZooKeeperTestClient.java,ZooKeeperClient.java,Not TDD
e2f182cf0c095784e205b5bd63d72c73d1258297,"changes to the api to take List as param rahter than arraylist

git-svn-id: https://svn.apache.org/repos/asf/hadoop/zookeeper/trunk@670961 13f79535-47bb-0310-9956-ffa450edef68",2008-05-19 19:29:01,,ClientTest.java,Client.java,Not TDD
e2f182cf0c095784e205b5bd63d72c73d1258297,"changes to the api to take List as param rahter than arraylist

git-svn-id: https://svn.apache.org/repos/asf/hadoop/zookeeper/trunk@670961 13f79535-47bb-0310-9956-ffa450edef68",2008-05-19 19:29:01,,ZooKeeperTestClient.java,ZooKeeperClient.java,Not TDD
23e39b5a8797d2be1b1ed0420d67f26983887c84,"[ 1937078 ] Passing a watch object to read requests


git-svn-id: https://svn.apache.org/repos/asf/hadoop/zookeeper/trunk@670967 13f79535-47bb-0310-9956-ffa450edef68",2008-06-06 19:01:57,Benjamin Reed,ClientTest.java,Client.java,Not TDD
083aaac1bb6f2d56f1034ca6c53e7c5cb4115c5a,"Removed unnecessary zookeeper subdir from trunk, moved subdirs up one level. See ZOOKEEPER-45

git-svn-id: https://svn.apache.org/repos/asf/hadoop/zookeeper/trunk@671249 13f79535-47bb-0310-9956-ffa450edef68",2008-06-24 16:55:54,Patrick D. Hunt,TestDriver.cc,Driver.cc,Not TDD
083aaac1bb6f2d56f1034ca6c53e7c5cb4115c5a,"Removed unnecessary zookeeper subdir from trunk, moved subdirs up one level. See ZOOKEEPER-45

git-svn-id: https://svn.apache.org/repos/asf/hadoop/zookeeper/trunk@671249 13f79535-47bb-0310-9956-ffa450edef68",2008-06-24 16:55:54,Patrick D. Hunt,TestOperations.cc,Operations.cc,Not TDD
083aaac1bb6f2d56f1034ca6c53e7c5cb4115c5a,"Removed unnecessary zookeeper subdir from trunk, moved subdirs up one level. See ZOOKEEPER-45

git-svn-id: https://svn.apache.org/repos/asf/hadoop/zookeeper/trunk@671249 13f79535-47bb-0310-9956-ffa450edef68",2008-06-24 16:55:54,Patrick D. Hunt,TestZookeeperClose.cc,ZookeeperClose.cc,Not TDD
083aaac1bb6f2d56f1034ca6c53e7c5cb4115c5a,"Removed unnecessary zookeeper subdir from trunk, moved subdirs up one level. See ZOOKEEPER-45

git-svn-id: https://svn.apache.org/repos/asf/hadoop/zookeeper/trunk@671249 13f79535-47bb-0310-9956-ffa450edef68",2008-06-24 16:55:54,Patrick D. Hunt,TestZookeeperInit.cc,ZookeeperInit.cc,Not TDD
083aaac1bb6f2d56f1034ca6c53e7c5cb4115c5a,"Removed unnecessary zookeeper subdir from trunk, moved subdirs up one level. See ZOOKEEPER-45

git-svn-id: https://svn.apache.org/repos/asf/hadoop/zookeeper/trunk@671249 13f79535-47bb-0310-9956-ffa450edef68",2008-06-24 16:55:54,Patrick D. Hunt,DeserializationPerfTest.java,DeserializationPerf.java,Not TDD
083aaac1bb6f2d56f1034ca6c53e7c5cb4115c5a,"Removed unnecessary zookeeper subdir from trunk, moved subdirs up one level. See ZOOKEEPER-45

git-svn-id: https://svn.apache.org/repos/asf/hadoop/zookeeper/trunk@671249 13f79535-47bb-0310-9956-ffa450edef68",2008-06-24 16:55:54,Patrick D. Hunt,SerializationPerfTest.java,SerializationPerf.java,Not TDD
083aaac1bb6f2d56f1034ca6c53e7c5cb4115c5a,"Removed unnecessary zookeeper subdir from trunk, moved subdirs up one level. See ZOOKEEPER-45

git-svn-id: https://svn.apache.org/repos/asf/hadoop/zookeeper/trunk@671249 13f79535-47bb-0310-9956-ffa450edef68",2008-06-24 16:55:54,Patrick D. Hunt,ZooKeeperServerTest.java,ZooKeeperServer.java,Mixed
083aaac1bb6f2d56f1034ca6c53e7c5cb4115c5a,"Removed unnecessary zookeeper subdir from trunk, moved subdirs up one level. See ZOOKEEPER-45

git-svn-id: https://svn.apache.org/repos/asf/hadoop/zookeeper/trunk@671249 13f79535-47bb-0310-9956-ffa450edef68",2008-06-24 16:55:54,Patrick D. Hunt,AsyncTest.java,Async.java,Not TDD
083aaac1bb6f2d56f1034ca6c53e7c5cb4115c5a,"Removed unnecessary zookeeper subdir from trunk, moved subdirs up one level. See ZOOKEEPER-45

git-svn-id: https://svn.apache.org/repos/asf/hadoop/zookeeper/trunk@671249 13f79535-47bb-0310-9956-ffa450edef68",2008-06-24 16:55:54,Patrick D. Hunt,ClientTest.java,Client.java,Not TDD
083aaac1bb6f2d56f1034ca6c53e7c5cb4115c5a,"Removed unnecessary zookeeper subdir from trunk, moved subdirs up one level. See ZOOKEEPER-45

git-svn-id: https://svn.apache.org/repos/asf/hadoop/zookeeper/trunk@671249 13f79535-47bb-0310-9956-ffa450edef68",2008-06-24 16:55:54,Patrick D. Hunt,DataTreeTest.java,DataTree.java,Mixed
083aaac1bb6f2d56f1034ca6c53e7c5cb4115c5a,"Removed unnecessary zookeeper subdir from trunk, moved subdirs up one level. See ZOOKEEPER-45

git-svn-id: https://svn.apache.org/repos/asf/hadoop/zookeeper/trunk@671249 13f79535-47bb-0310-9956-ffa450edef68",2008-06-24 16:55:54,Patrick D. Hunt,OOMTest.java,OOM.java,Not TDD
083aaac1bb6f2d56f1034ca6c53e7c5cb4115c5a,"Removed unnecessary zookeeper subdir from trunk, moved subdirs up one level. See ZOOKEEPER-45

git-svn-id: https://svn.apache.org/repos/asf/hadoop/zookeeper/trunk@671249 13f79535-47bb-0310-9956-ffa450edef68",2008-06-24 16:55:54,Patrick D. Hunt,QuorumTest.java,Quorum.java,Not TDD
083aaac1bb6f2d56f1034ca6c53e7c5cb4115c5a,"Removed unnecessary zookeeper subdir from trunk, moved subdirs up one level. See ZOOKEEPER-45

git-svn-id: https://svn.apache.org/repos/asf/hadoop/zookeeper/trunk@671249 13f79535-47bb-0310-9956-ffa450edef68",2008-06-24 16:55:54,Patrick D. Hunt,RecoveryTest.java,Recovery.java,Not TDD
083aaac1bb6f2d56f1034ca6c53e7c5cb4115c5a,"Removed unnecessary zookeeper subdir from trunk, moved subdirs up one level. See ZOOKEEPER-45

git-svn-id: https://svn.apache.org/repos/asf/hadoop/zookeeper/trunk@671249 13f79535-47bb-0310-9956-ffa450edef68",2008-06-24 16:55:54,Patrick D. Hunt,SessionTest.java,Session.java,Not TDD
083aaac1bb6f2d56f1034ca6c53e7c5cb4115c5a,"Removed unnecessary zookeeper subdir from trunk, moved subdirs up one level. See ZOOKEEPER-45

git-svn-id: https://svn.apache.org/repos/asf/hadoop/zookeeper/trunk@671249 13f79535-47bb-0310-9956-ffa450edef68",2008-06-24 16:55:54,Patrick D. Hunt,TestHammer.java,Hammer.java,Not TDD
083aaac1bb6f2d56f1034ca6c53e7c5cb4115c5a,"Removed unnecessary zookeeper subdir from trunk, moved subdirs up one level. See ZOOKEEPER-45

git-svn-id: https://svn.apache.org/repos/asf/hadoop/zookeeper/trunk@671249 13f79535-47bb-0310-9956-ffa450edef68",2008-06-24 16:55:54,Patrick D. Hunt,ZooKeeperTestClient.java,ZooKeeperClient.java,Not TDD
be031cb42c842f5c5362b2333b6155f4985000fc,"Move c,java,test into the newly created toplevel src directory. See ZOOKEEPER-45

git-svn-id: https://svn.apache.org/repos/asf/hadoop/zookeeper/trunk@671256 13f79535-47bb-0310-9956-ffa450edef68",2008-06-24 17:04:36,Patrick D. Hunt,TestDriver.cc,Driver.cc,Not TDD
be031cb42c842f5c5362b2333b6155f4985000fc,"Move c,java,test into the newly created toplevel src directory. See ZOOKEEPER-45

git-svn-id: https://svn.apache.org/repos/asf/hadoop/zookeeper/trunk@671256 13f79535-47bb-0310-9956-ffa450edef68",2008-06-24 17:04:36,Patrick D. Hunt,TestOperations.cc,Operations.cc,Not TDD
be031cb42c842f5c5362b2333b6155f4985000fc,"Move c,java,test into the newly created toplevel src directory. See ZOOKEEPER-45

git-svn-id: https://svn.apache.org/repos/asf/hadoop/zookeeper/trunk@671256 13f79535-47bb-0310-9956-ffa450edef68",2008-06-24 17:04:36,Patrick D. Hunt,TestZookeeperClose.cc,ZookeeperClose.cc,Not TDD
