Commit Hash,Commit Message,Commit Date,Author,Commit Type
bf30ae996f2ec08ae97f61a0eff0c50bb8ce8067,"The FetcherRunnable busy waits on empty fetch requests; KAFKA-117; patched by nehanarkhede; reviewed by junrao

git-svn-id: https://svn.apache.org/repos/asf/incubator/kafka/trunk@1160952 13f79535-47bb-0310-9956-ffa450edef68",2011-08-24 01:27:42,Neha Narkhede,Mixed
54f49314afbc1e13ff511f152e9b292ffaf9104d,"KAFKA-70 Patch from Prashanth Menon to add space-based retention setting.



git-svn-id: https://svn.apache.org/repos/asf/incubator/kafka/trunk@1171886 13f79535-47bb-0310-9956-ffa450edef68",2011-09-17 03:21:06,Edward Jay Kreps,Mixed
dc66fd9a4b6e77cacb5c15dee18a404a0bb89408,"enhancements to .Net; patched by Eric Hauser; KAFKA-85

git-svn-id: https://svn.apache.org/repos/asf/incubator/kafka/trunk@1173797 13f79535-47bb-0310-9956-ffa450edef68",2011-09-21 19:17:19,Jun Rao,Mixed
d772600c7b79d84d332aa2b7d37512b47fd7d7ae,"Fix ASF license headers for C# client; patched by Eric Hauser; #KAFKA-137

git-svn-id: https://svn.apache.org/repos/asf/incubator/kafka/trunk@1174493 13f79535-47bb-0310-9956-ffa450edef68",2011-09-23 01:44:40,Jun Rao,Mixed
4092ceeb5ae5c5e2546c824ccab7478a8ab19c68,"Consumer needs a pluggable decoder; patched by Joel Koshy; reviewed by Jun Rao; KAFKA-3

git-svn-id: https://svn.apache.org/repos/asf/incubator/kafka/trunk@1176671 13f79535-47bb-0310-9956-ffa450edef68",2011-09-28 00:42:30,Jun Rao,Mixed
a7b4731947b605d8433c91e967aaecacd5340aa4,"obsessive compulsive tag team: Replace tabs with spaces
patch by jkreps; reviewed by cburroughs for KAFKA-114

git-svn-id: https://svn.apache.org/repos/asf/incubator/kafka/trunk@1178670 13f79535-47bb-0310-9956-ffa450edef68",2011-10-04 01:41:25,Chris Burroughs,Not TDD
dd62e77f90f5f6fb9050627a9cfa40b35dae67b1,"KAFKA-129 ZK-based producer can throw an unexpceted exception when sending a message; patched by nehanarkhede; reviewed by junrao

git-svn-id: https://svn.apache.org/repos/asf/incubator/kafka/trunk@1178997 13f79535-47bb-0310-9956-ffa450edef68",2011-10-04 22:43:00,Neha Narkhede,Mixed
101af58f6c0dc007d53819eb5f3281c60d1fa7bc,"KAFKA-141; Added the ASF header to the kafka source and test files where it was missing, deleted the CONTRIBUTORS file to match the convention of other Apache projects; patched by nehanarkhede; reviewed by junrao

git-svn-id: https://svn.apache.org/repos/asf/incubator/kafka/trunk@1179788 13f79535-47bb-0310-9956-ffa450edef68",2011-10-06 19:45:38,Neha Narkhede,Not TDD
472723f1cccb8cb1e74ef52e47ccb2fbdc6c3e3d,"KAFKA-149: Current perf directory has buggy perf tests; patched by nehanarkhede; reviewed by junrao

git-svn-id: https://svn.apache.org/repos/asf/incubator/kafka/trunk@1179791 13f79535-47bb-0310-9956-ffa450edef68",2011-10-06 19:48:03,Neha Narkhede,Mixed
a99becbe491680346c47b0bf8af738e1729de348,"Minor patch, removing the .gitigore file

git-svn-id: https://svn.apache.org/repos/asf/incubator/kafka/trunk@1180110 13f79535-47bb-0310-9956-ffa450edef68",2011-10-07 17:18:56,Neha Narkhede,Mixed
f34dfc002d7e1aa6b57eb7fa28ee3c928a96e968,"Reverting accidental commit 1180110, which is pending review for KAFKA-141

git-svn-id: https://svn.apache.org/repos/asf/incubator/kafka/trunk@1180117 13f79535-47bb-0310-9956-ffa450edef68",2011-10-07 17:33:43,Neha Narkhede,Mixed
fa09aacdbdf0cd325edd28eb80cbd0f4b232ffc3,"KAFKA-141 Check and make sure that the files that have been donated have been updated to reflect the new ASF copyright;patched by nehanarkhede; reviewd by jjkoshy

git-svn-id: https://svn.apache.org/repos/asf/incubator/kafka/trunk@1180185 13f79535-47bb-0310-9956-ffa450edef68",2011-10-07 19:51:28,Neha Narkhede,Mixed
e27136d81a47a5601e0a85069140a0a7854d3d65,"KAFKA-141 Follow up patch to fix the cpp files; patched by Lorenzo, nehanarkhede; reviewed by junrao, jjkoshy

git-svn-id: https://svn.apache.org/repos/asf/incubator/kafka/trunk@1182158 13f79535-47bb-0310-9956-ffa450edef68",2011-10-12 01:05:28,Neha Narkhede,Not TDD
e39c11abbc24223344b5ee8f7c8c03f126da5750,"Add compression to C# client; patched by Eric Hauser; KAFKA-153

git-svn-id: https://svn.apache.org/repos/asf/incubator/kafka/trunk@1185772 13f79535-47bb-0310-9956-ffa450edef68",2011-10-18 17:52:13,Jun Rao,Mixed
81f8d0dd83a25e075cc6a08c6105b01459980c5f,"ZK consumer gets into infinite loop if a message is larger than fetch size; patched by Jun Rao; reviewed by Neha Narkhede; KAFKA-160

git-svn-id: https://svn.apache.org/repos/asf/incubator/kafka/trunk@1186570 13f79535-47bb-0310-9956-ffa450edef68",2011-10-19 23:52:58,Jun Rao,Mixed
d9a8af778275fda2057d49f244e61456dfcf2f96,"KAFKA-161 Producer using broker list does not load balance requests across multiple partitions on a broker; patched by nehanarkhede; reviewed by junrao

git-svn-id: https://svn.apache.org/repos/asf/incubator/kafka/trunk@1188333 13f79535-47bb-0310-9956-ffa450edef68",2011-10-24 19:41:35,Neha Narkhede,Mixed
14a1f0dcd6af28bc710e108e6f7a5c10f825a40a,"KAFKA 158 Support for compression in go clients; patched by jeffregydamick; reviewed by nehanarkhede

git-svn-id: https://svn.apache.org/repos/asf/incubator/kafka/trunk@1189773 13f79535-47bb-0310-9956-ffa450edef68",2011-10-27 14:24:27,Neha Narkhede,Mixed
12572102c695058264af1599112f0660325e7189,"KAFKA-177 Remove the clojure clients until correctly implemented and refactored; patched by nehanarkhede; reviewd by jefferydamick

git-svn-id: https://svn.apache.org/repos/asf/incubator/kafka/trunk@1195249 13f79535-47bb-0310-9956-ffa450edef68",2011-10-30 21:17:13,Neha Narkhede,Mixed
5c3d5d815ca4f74611ffdd0fbd9da05cd5943d83,"KAFKA-177 Remove the clojure clients until correctly implemented and refactored; patched by nehanarkhede; reviewd by jefferydamick

git-svn-id: https://svn.apache.org/repos/asf/incubator/kafka/trunk@1195281 13f79535-47bb-0310-9956-ffa450edef68",2011-10-30 23:46:41,Neha Narkhede,Mixed
c51b940179e2a5719021ea253b38ec4a2beed41f,"Add Snappy Compression as a Codec; patched by Joe Stein; reviewed by Neha Narkhede and Jun Rao; KAFKA-187

git-svn-id: https://svn.apache.org/repos/asf/incubator/kafka/trunk@1202045 13f79535-47bb-0310-9956-ffa450edef68",2011-11-15 05:02:08,Jun Rao,Mixed
af923c3018f8ddee6703e577eadf9227d826806e,"Avoid creating a new topic by the consumer; patched by Taylor Gautier; reviewed by Jun Rao; KAFKA-101

git-svn-id: https://svn.apache.org/repos/asf/incubator/kafka/trunk@1204764 13f79535-47bb-0310-9956-ffa450edef68",2011-11-22 00:35:09,Jun Rao,Mixed
1280b71a35f0868de427a22271fa9f38384d9f2f,"KAFKA-193 Add a logging helper trait and use it where logging is used. Patch from Joe Stein.



git-svn-id: https://svn.apache.org/repos/asf/incubator/kafka/trunk@1205311 13f79535-47bb-0310-9956-ffa450edef68",2011-11-23 07:21:16,Edward Jay Kreps,Mixed
336410a7774b0ee20758358a1bf03461ce4b98e1,"KAFKA-227 Broker failure system test; patched by johnfung; reviewed by nehanarkhede

git-svn-id: https://svn.apache.org/repos/asf/incubator/kafka/trunk@1227916 13f79535-47bb-0310-9956-ffa450edef68",2012-01-06 00:43:46,Neha Narkhede,Mixed
66be5eedf3e758ad53b966272f9228f54a96e648,"Support configurable send / receive socket buffer size in server; patched by John Fung; reviewed by Jun Rao; KAFKA-200

git-svn-id: https://svn.apache.org/repos/asf/incubator/kafka/trunk@1228480 13f79535-47bb-0310-9956-ffa450edef68",2012-01-06 22:50:29,Jun Rao,Mixed
b0484eccf3e72ff856c4e1c63949ac036c92d932,"KAFKA-228 Reduce duplicate messages served by the kafka consumer for uncompressed topics; patched by nehanarkhede; reviewed by junrao

git-svn-id: https://svn.apache.org/repos/asf/incubator/kafka/trunk@1228504 13f79535-47bb-0310-9956-ffa450edef68",2012-01-07 00:01:25,Neha Narkhede,Mixed
60d88a3ac95bee3b54a3d732d1ada22258054a33,"KAFKA-202 Make request processing in kafka asynchronous; patched by jaykreps; reviewed by junrao and nehanarkhede

git-svn-id: https://svn.apache.org/repos/asf/incubator/kafka/branches/0.8@1230845 13f79535-47bb-0310-9956-ffa450edef68",2012-01-13 00:03:02,Neha Narkhede,Mixed
1021ea9002dc7250c000512db7a8dec92f462404,"KAFKA 244 Improve log4j appender to use kafka.producer.Producer; patched by vtkstef; reviewed by nehanarkhede

git-svn-id: https://svn.apache.org/repos/asf/incubator/kafka/trunk@1231276 13f79535-47bb-0310-9956-ffa450edef68",2012-01-13 19:53:32,Neha Narkhede,Mixed
ff668f4fc9a07137c92cc9259f8116d9ec2d2e1f,"create/delete ZK path for a topic in an admin tool; patched by Jun Rao; reviewed by Neha Narkhede; KAFKA-237

git-svn-id: https://svn.apache.org/repos/asf/incubator/kafka/branches/0.8@1231400 13f79535-47bb-0310-9956-ffa450edef68",2012-01-13 23:48:27,Jun Rao,Mixed
fe2f0557130b21aca203ced11bd6990322847b97,"ConsumerIterator throws a IllegalStateException after a ConsumerTimeout occurs; patched by Jun Rao; reviewed by Joel Koshy; KAFKA-241

git-svn-id: https://svn.apache.org/repos/asf/incubator/kafka/trunk@1233501 13f79535-47bb-0310-9956-ffa450edef68",2012-01-19 17:53:32,Jun Rao,Not TDD
af0ceff79b3f1902bf9d005136ace81549332902,"KAFKA-238 getTopicMetadata API; patched by nehanarkhede; reviewed by junrao

git-svn-id: https://svn.apache.org/repos/asf/incubator/kafka/branches/0.8@1235492 13f79535-47bb-0310-9956-ffa450edef68",2012-01-24 20:54:11,Neha Narkhede,Mixed
afd4b0d772f35f902a7acf81039abcc47b983d1f,"KAFKA 256 Bug in the consumer rebalancing logic leads to the consumer not pulling data from some partitions; patched by nehanarkhede; reviewed by joelkoshy

git-svn-id: https://svn.apache.org/repos/asf/incubator/kafka/trunk@1239766 13f79535-47bb-0310-9956-ffa450edef68",2012-02-02 19:07:48,Neha Narkhede,Not TDD
e3b529df80bfbc8d5ae3f86ef29efaf25e2edfb7,"Merging commits 1230840:1239902 from trunk

git-svn-id: https://svn.apache.org/repos/asf/incubator/kafka/branches/0.8@1239937 13f79535-47bb-0310-9956-ffa450edef68",2012-02-02 23:40:39,Neha Narkhede,Mixed
345bc7bad594af43df5fc264ad0b5904d1126257,"KAFKA-263 Enhance single host broker failure test to have 2 topics with uneven distribution on the source brokers; patched by John Fung; reviewed by Neha Narkhede

git-svn-id: https://svn.apache.org/repos/asf/incubator/kafka/trunk@1241528 13f79535-47bb-0310-9956-ffa450edef68",2012-02-07 17:38:15,Neha Narkhede,Not TDD
21da30456f4c23aae1f40b3446f74565d5b6d917,"refactor the async producer; patched by Jun Rao; reviewed by Neha Narkhede; KAFKA-253

git-svn-id: https://svn.apache.org/repos/asf/incubator/kafka/branches/0.8@1241754 13f79535-47bb-0310-9956-ffa450edef68",2012-02-08 02:59:54,Jun Rao,Mixed
a888a9d09e4fc219ab9d8536034ac043093f17df,"KAFKA-262 Bug in the consumer rebalancing logic causes one consumer to release partitions that it does not own; patched by Neha Narkhede; reviewed by Jun Rao

git-svn-id: https://svn.apache.org/repos/asf/incubator/kafka/trunk@1242552 13f79535-47bb-0310-9956-ffa450edef68",2012-02-09 22:04:32,Neha Narkhede,Mixed
a5fb217293e5124ef7f47e0d45c7400bd9286077,"new consumer request format; patched by Prashanth Menon; reviewed by Jun Rao and Jay Kreps; KAFKA-240

git-svn-id: https://svn.apache.org/repos/asf/incubator/kafka/branches/0.8@1243407 13f79535-47bb-0310-9956-ffa450edef68",2012-02-13 03:58:37,Jun Rao,Not TDD
6e36047fae3338b425a63c0d1e4a5acb499e5207,"disable dup topic in consumer request; patched by Prashanth Menon; reviewed by Jun Rao; KAFKA-240

git-svn-id: https://svn.apache.org/repos/asf/incubator/kafka/branches/0.8@1244650 13f79535-47bb-0310-9956-ffa450edef68",2012-02-15 19:08:08,Jun Rao,Not TDD
333966f50ea42ba41ff243d1ba5571a2fa8b9a60,"Add a shallow iterator to the ByteBufferMessageSet; patched by Yang Ye; reviewed by Jun Rao; KAFKA-277

git-svn-id: https://svn.apache.org/repos/asf/incubator/kafka/trunk@1293010 13f79535-47bb-0310-9956-ffa450edef68",2012-02-23 22:57:40,Jun Rao,Mixed
d8286aad107dbec34faae9e4e29c65bde20eb6f8,"Increase maximum value of log.retention.size; patched by Elben Shira; reviewed by Jun Rao; KAFKA-285

git-svn-id: https://svn.apache.org/repos/asf/incubator/kafka/trunk@1294441 13f79535-47bb-0310-9956-ffa450edef68",2012-02-28 01:50:38,Jun Rao,Not TDD
6c34cf2dcc5961703001ab484a1ca6e662eee362,"use propertyExists to test if both broker.list and zk.connect are present; patched by Jun Rao; reviewed by Neha Narkhede; KAFKA-290

git-svn-id: https://svn.apache.org/repos/asf/incubator/kafka/trunk@1294959 13f79535-47bb-0310-9956-ffa450edef68",2012-02-29 03:22:14,Jun Rao,Mixed
9fd2d4ffdba4b45df7807c1a70ff17496b51afa8,"KAFKA-239 Refactoring code to wire new ZK data structures and making partitions logical; patched by Neha Narkhede; reviewed by Jun Rao

git-svn-id: https://svn.apache.org/repos/asf/incubator/kafka/branches/0.8@1295861 13f79535-47bb-0310-9956-ffa450edef68",2012-03-01 21:15:26,Neha Narkhede,Mixed
f8042d5b3932a0114c33cad6388eba9c41d77809,"KAFKA-240 ProducerRequest wire format protocol update and related changes

git-svn-id: https://svn.apache.org/repos/asf/incubator/kafka/branches/0.8@1296577 13f79535-47bb-0310-9956-ffa450edef68",2012-03-03 05:46:43,Joe Stein,Mixed
0443e2dd737cada1fed3964dd1cb2b687944f9c6,"broker deletes all file segments when cleaning up an empty log segment; patched by Jun Rao; reviewed by Neha Narkhede; KAFKA-292

git-svn-id: https://svn.apache.org/repos/asf/incubator/kafka/trunk@1297324 13f79535-47bb-0310-9956-ffa450edef68",2012-03-06 02:21:54,Jun Rao,Mixed
4dd7f95569d3af60c73484e7969080ac0d755085,"Add acknowledgement to the produce request; patched by Prashanth Menon; reviewed by Jun Rao; KAFKA-49

git-svn-id: https://svn.apache.org/repos/asf/incubator/kafka/branches/0.8@1300435 13f79535-47bb-0310-9956-ffa450edef68",2012-03-14 01:35:46,Jun Rao,Mixed
854fb29c26ed55926956e858b0465b85f80ef738,"KAFKA-300 Leader election; patched by nehanarkhede; reviewed by junrao

git-svn-id: https://svn.apache.org/repos/asf/incubator/kafka/branches/0.8@1303473 13f79535-47bb-0310-9956-ffa450edef68",2012-03-21 17:29:32,Neha Narkhede,Mixed
fedb9d6c19903651e5b27412374aad84994f1320,"KAFKA-307 Refactor server code to reduce interdependencies; patched by nehanarkhede; reviewed by junrao

git-svn-id: https://svn.apache.org/repos/asf/incubator/kafka/branches/0.8@1304473 13f79535-47bb-0310-9956-ffa450edef68",2012-03-23 16:46:03,Neha Narkhede,Mixed
a260bfacaee251b4f23236a71651cfb87ce3f6d7,"SyncProducer does not correctly timeout; patched by Prashanth Menon; reviewed by Jun Rao, Neha Narkhede; KAFKA-305

git-svn-id: https://svn.apache.org/repos/asf/incubator/kafka/branches/0.8@1305454 13f79535-47bb-0310-9956-ffa450edef68",2012-03-26 17:12:30,Jun Rao,Mixed
d9441f0066604534a8226ce1809eaf68e5a4ada2,"enable shallow iterator in ByteBufferMessageSet to allow mirroing data without decompression; patched by Jun Rao; reviewed by Joel Koshy; KAFKA-315

git-svn-id: https://svn.apache.org/repos/asf/incubator/kafka/trunk@1310595 13f79535-47bb-0310-9956-ffa450edef68",2012-04-06 21:18:56,Jun Rao,Mixed
c0e190cdefabc7c59b11bbe0de843baec78efe3f,"Separate out Kafka mirroring into a stand-alone app; patched by Joel Koshy; reviewed by Jun Rao and Neha Narkhede; KAFKA-249

git-svn-id: https://svn.apache.org/repos/asf/incubator/kafka/trunk@1310645 13f79535-47bb-0310-9956-ffa450edef68",2012-04-07 00:04:51,Jun Rao,Mixed
79a3b31f267921dedbe8b6ca6af648609bb11dc0,"KAFKA-320 testZKSendWithDeadBroker fails intermittently due to ZKNodeExistsException; patched by nehanarkhede; reviewed by junrao and prashanth menon

git-svn-id: https://svn.apache.org/repos/asf/incubator/kafka/branches/0.8@1310661 13f79535-47bb-0310-9956-ffa450edef68",2012-04-07 02:12:26,Neha Narkhede,Mixed
d97c557202e7f20001d2597d09bcbf0bfc123fa9,"KAFKA-320 testZKSendWithDeadBroker fails intermittently due to ZKNodeExistsException; patched by nehanarkhede; reviewed by junrao and prashanth menon

git-svn-id: https://svn.apache.org/repos/asf/incubator/kafka/trunk@1310937 13f79535-47bb-0310-9956-ffa450edef68",2012-04-08 02:00:19,Neha Narkhede,Not TDD
d73355017a66fbcdf0a6ad1bafbf3d60fa004b92,"KAFKA-301 Implement broker startup procedure; patched by Neha Narkhede; reviewed by Jun Rao and Jay Kreps

git-svn-id: https://svn.apache.org/repos/asf/incubator/kafka/branches/0.8@1329509 13f79535-47bb-0310-9956-ffa450edef68",2012-04-23 23:32:59,Neha Narkhede,Mixed
d6b1de35f6b9cd5370c7812790fea8e61618f461,"Mirroring should use multiple producers; add producer retries to DefaultEventHandler; patched by Joel Koshy; reviewed by Jun Rao; KAFKA-332

git-svn-id: https://svn.apache.org/repos/asf/incubator/kafka/trunk@1330083 13f79535-47bb-0310-9956-ffa450edef68",2012-04-25 02:24:47,Jun Rao,Mixed
1bedde76c280181fe5114cd262389f599d8542fb,"KAFKA-48 Patch to add ""long poll"" support to fetch requests. 



git-svn-id: https://svn.apache.org/repos/asf/incubator/kafka/branches/0.8@1332413 13f79535-47bb-0310-9956-ffa450edef68",2012-04-30 21:34:49,Edward Jay Kreps,Mixed
904708fae892417f248b74130da14a165747abcc,"Fix retry logic for producers; patched by Prashanth Menon; reviewed by Jun Rao, Neha Narkhede; KAFKA-49

git-svn-id: https://svn.apache.org/repos/asf/incubator/kafka/branches/0.8@1343255 13f79535-47bb-0310-9956-ffa450edef68",2012-05-28 13:45:51,Prashanth Menon,Not TDD
822963bb9dab9c948ecf850ab25b311e9d9fa7ae,"KAFKA-348 merge trunk to branch 1239902:1310937 patch by Joe Stein reviewed by Jun Rao

git-svn-id: https://svn.apache.org/repos/asf/incubator/kafka/branches/0.8@1344526 13f79535-47bb-0310-9956-ffa450edef68",2012-05-31 01:51:23,Joe Stein,Mixed
045f4fdca4f8305a537d0e382f88aed3da0965a7,"KAFKA-46: Message replication feature without failures; patched by Neha Narkhede; reviewed by Jun Rao, Jay Kreps, Prashanth Menon

git-svn-id: https://svn.apache.org/repos/asf/incubator/kafka/branches/0.8@1344964 13f79535-47bb-0310-9956-ffa450edef68",2012-06-01 01:53:19,Neha Narkhede,Mixed
f99177766aff632831598a1e2e2c929a015b7c68,"Add admin RPC requests; clean up Response objects; patched by Yang Ye; reviewed by Jun Rao; KAFKA-349; KAFKA-336

git-svn-id: https://svn.apache.org/repos/asf/incubator/kafka/branches/0.8@1346697 13f79535-47bb-0310-9956-ffa450edef68",2012-06-06 01:28:46,Jun Rao,Mixed
83c82a3ecc734138ed561a69f18ca3ac02a41ddb,"embedded controller; patched by Yang Ye; reviewed by Jun Rao; KAFKA-335

git-svn-id: https://svn.apache.org/repos/asf/incubator/kafka/branches/0.8@1350291 13f79535-47bb-0310-9956-ffa450edef68",2012-06-14 15:17:35,Jun Rao,Mixed
965edbbcd8149abe4d9ecd87dcf813fb13874e83,"system test to validate consistency of replicas; patched by John Fung; reviewed by Jun Rao; KAFKA-341

git-svn-id: https://svn.apache.org/repos/asf/incubator/kafka/branches/0.8@1350316 13f79535-47bb-0310-9956-ffa450edef68",2012-06-14 16:23:30,Jun Rao,Mixed
efdc57bc58c2812cc01e627b64eaace9a5f92cb4,"KAFKA-348 rebase branch from trunk patch by Jun Rao reviewed by Joe Stein

git-svn-id: https://svn.apache.org/repos/asf/incubator/kafka/branches/0.8@1351112 13f79535-47bb-0310-9956-ffa450edef68",2012-06-17 15:32:29,Joe Stein,Mixed
eff68ce1d0ef59e27a49edea4759ad0cd4096b7a,"Create topic support (revisit based on v3 design); patched by Prashanth Menon; reviewed by Jun Rao; KAFKA-329

git-svn-id: https://svn.apache.org/repos/asf/incubator/kafka/branches/0.8@1351188 13f79535-47bb-0310-9956-ffa450edef68",2012-06-18 01:17:44,Prashanth Menon,Mixed
505cf9d618c24f532e7b800d8b34a20a40c45feb,"using MultiFetch in the follower; patched by Jun Rao; reviewed by Joel Koshy and Neha Narkhede; KAFKA-339

git-svn-id: https://svn.apache.org/repos/asf/incubator/kafka/branches/0.8@1353086 13f79535-47bb-0310-9956-ffa450edef68",2012-06-23 07:14:24,Jun Rao,Mixed
e7efee02c10e2def27d6b301e2f926202dabb9ce,"KAFKA-353 Tie producer-side ack with high watermark and progress of replicas; patched by Joel Koshy; reviewed by Jun Rao, Jay Kreps

git-svn-id: https://svn.apache.org/repos/asf/incubator/kafka/branches/0.8@1355578 13f79535-47bb-0310-9956-ffa450edef68",2012-06-29 22:05:57,Joel Jacob Koshy,Mixed
489b09c120992d624fe95ed970b80ec8157131a9,"KAFKA-373 Fix trunk broker failure test to work with mirror maker; patched by John Fung; reviewed by Joel Koshy

git-svn-id: https://svn.apache.org/repos/asf/incubator/kafka/trunk@1358407 13f79535-47bb-0310-9956-ffa450edef68",2012-07-06 20:44:51,Joel Jacob Koshy,Not TDD
d79919d82748429589da9907a560e5a5071a4229,"broker failure system test broken on replication branch; patched by John Fung; reviewed by Joel Koshy and Jun Rao; KAFKA-306

git-svn-id: https://svn.apache.org/repos/asf/incubator/kafka/branches/0.8@1359812 13f79535-47bb-0310-9956-ffa450edef68",2012-07-10 18:05:54,Jun Rao,Not TDD
3bade0b5c86c1313f52d4488964d9773344542d9,"broker failure system test broken on replication branch; patched by John Fung; reviewed by Joel Koshy and Jun Rao; KAFKA-306

git-svn-id: https://svn.apache.org/repos/asf/incubator/kafka/branches/0.8@1359813 13f79535-47bb-0310-9956-ffa450edef68",2012-07-10 18:08:07,Jun Rao,Not TDD
89661d3b678974fe5574fb3e6b85f7cd2e5b2c2c,"ZookeeperConsumerConnector needs to connect to new leader after leadership change; patched by Jun Rao; reviewed by Joel Koshy; KAFKA-362

git-svn-id: https://svn.apache.org/repos/asf/incubator/kafka/branches/0.8@1360261 13f79535-47bb-0310-9956-ffa450edef68",2012-07-11 16:16:26,Jun Rao,Mixed
9e44db6af0a91a6071a046eb8b94f042ca223ec9,"KAFKA-352 Unknown topic error code handling for all requests; patched by Neha Narkhede; reviewed by Jay Kreps

git-svn-id: https://svn.apache.org/repos/asf/incubator/kafka/branches/0.8@1363507 13f79535-47bb-0310-9956-ffa450edef68",2012-07-19 19:51:12,Neha Narkhede,Not TDD
16b0f44559de969f1fd4387dceda881e6aabdc1c,"KAFKA-371 Refactoring of LogManager. Reviewed by Neha.



git-svn-id: https://svn.apache.org/repos/asf/incubator/kafka/branches/0.8@1363542 13f79535-47bb-0310-9956-ffa450edef68",2012-07-19 21:02:15,Edward Jay Kreps,Not TDD
842da7bfcddb322266ee27bab279c6f4e05b79cb,"KAFKA-350 Enable message replication in the presence of failures; patched by Neha Narkhede; reviewed by Jun Rao and Jay Kreps

git-svn-id: https://svn.apache.org/repos/asf/incubator/kafka/branches/0.8@1365199 13f79535-47bb-0310-9956-ffa450edef68",2012-07-24 18:13:01,Neha Narkhede,Mixed
b49de724f12549354836c34aea6f2e0640994e07,"KAFKA-405 Improve high watermark maintenance to store high watermarks for all partitions in a single .highwatermark file; patched by Neha Narkhede; reviewed by Jay Kreps and Jun Rao

git-svn-id: https://svn.apache.org/repos/asf/incubator/kafka/branches/0.8@1365841 13f79535-47bb-0310-9956-ffa450edef68",2012-07-25 23:42:07,Neha Narkhede,Mixed
19fbdb30998f6dead6cc788a41617c55bcb20d8e,"deal with empty TopicData list in producer and fetch request; patched by Jun Rao; reviewed by Neha Narkhede; KAFKA-412

git-svn-id: https://svn.apache.org/repos/asf/incubator/kafka/branches/0.8@1366244 13f79535-47bb-0310-9956-ffa450edef68",2012-07-27 00:16:08,Jun Rao,Not TDD
