Commit Hash,Commit Message,Commit Date,Author,Commit Type
cbf48b3780393f5f1c93ba3a2dfd94b9b7b2b047,"[ 1947090 ] Improper timeout tracking at clients (c patches)


git-svn-id: https://svn.apache.org/repos/asf/hadoop/zookeeper/trunk@670928 13f79535-47bb-0310-9956-ffa450edef68",2008-04-28 16:24:51,Benjamin Reed,Not TDD
888e0c5fc576415a7949a938bf1aad4be74984eb,"[ 1949253 ] Move to log4j for logging.


git-svn-id: https://svn.apache.org/repos/asf/hadoop/zookeeper/trunk@670930 13f79535-47bb-0310-9956-ffa450edef68",2008-04-29 22:27:32,Benjamin Reed,Mixed
1a85483357106cf0993080a56ddd5c1e2644100c,"[ 1947090 ] Improper timeout tracking at clients


git-svn-id: https://svn.apache.org/repos/asf/hadoop/zookeeper/trunk@670933 13f79535-47bb-0310-9956-ffa450edef68",2008-04-29 23:11:26,Benjamin Reed,Mixed
ffce83512370e970426f7f6b7cff8f519de59bd4,"[ 1949196 ] KeeperException should be sub-typed


git-svn-id: https://svn.apache.org/repos/asf/hadoop/zookeeper/trunk@670958 13f79535-47bb-0310-9956-ffa450edef68",2008-05-12 23:01:25,Benjamin Reed,Mixed
e2f182cf0c095784e205b5bd63d72c73d1258297,"changes to the api to take List as param rahter than arraylist

git-svn-id: https://svn.apache.org/repos/asf/hadoop/zookeeper/trunk@670961 13f79535-47bb-0310-9956-ffa450edef68",2008-05-19 19:29:01,,Not TDD
23e39b5a8797d2be1b1ed0420d67f26983887c84,"[ 1937078 ] Passing a watch object to read requests


git-svn-id: https://svn.apache.org/repos/asf/hadoop/zookeeper/trunk@670967 13f79535-47bb-0310-9956-ffa450edef68",2008-06-06 19:01:57,Benjamin Reed,Mixed
083aaac1bb6f2d56f1034ca6c53e7c5cb4115c5a,"Removed unnecessary zookeeper subdir from trunk, moved subdirs up one level. See ZOOKEEPER-45

git-svn-id: https://svn.apache.org/repos/asf/hadoop/zookeeper/trunk@671249 13f79535-47bb-0310-9956-ffa450edef68",2008-06-24 16:55:54,Patrick D. Hunt,Mixed
be031cb42c842f5c5362b2333b6155f4985000fc,"Move c,java,test into the newly created toplevel src directory. See ZOOKEEPER-45

git-svn-id: https://svn.apache.org/repos/asf/hadoop/zookeeper/trunk@671256 13f79535-47bb-0310-9956-ffa450edef68",2008-06-24 17:04:36,Patrick D. Hunt,Mixed
94ea75adeca9109d127735fd00138e530770552c,"Moving package structure to org.apache.zookeeper. See ZOOKEEPER-45

git-svn-id: https://svn.apache.org/repos/asf/hadoop/zookeeper/trunk@671264 13f79535-47bb-0310-9956-ffa450edef68",2008-06-24 17:15:20,Patrick D. Hunt,Mixed
f1e02be300aee5e0174419526c697b5bdf7da4eb,"Moving package structure to org.apache.zookeeper. See ZOOKEEPER-45

git-svn-id: https://svn.apache.org/repos/asf/hadoop/zookeeper/trunk@671265 13f79535-47bb-0310-9956-ffa450edef68",2008-06-24 17:16:01,Patrick D. Hunt,Mixed
cfd2ecb8d049c1b51b2c1e6d5fd02edd5d3c26e8,"Updated code/build to support the new package prefix of org.apache.zookeeper. See ZOOKEEPER-45

git-svn-id: https://svn.apache.org/repos/asf/hadoop/zookeeper/trunk@671284 13f79535-47bb-0310-9956-ffa450edef68",2008-06-24 18:20:47,Patrick D. Hunt,Mixed
b4b73a37d43413efdf50427f96aab2720af11baf,"Edited source files to move from Yahoo to Apache source license header. See ZOOKEEPER-45

git-svn-id: https://svn.apache.org/repos/asf/hadoop/zookeeper/trunk@671295 13f79535-47bb-0310-9956-ffa450edef68",2008-06-24 18:56:38,Patrick D. Hunt,Mixed
0a81c16c4c921ef52179b943dd046fc72022ccc6,"Cleaned eol chars in files. See ZOOKEEPER-45

git-svn-id: https://svn.apache.org/repos/asf/hadoop/zookeeper/trunk@671303 13f79535-47bb-0310-9956-ffa450edef68",2008-06-24 19:04:58,Patrick D. Hunt,Not TDD
b6f0e5d5e0baf59038ac4381229437607746069a,"Removed svn:executable prop from text files. See ZOOKEEPER-45

git-svn-id: https://svn.apache.org/repos/asf/hadoop/zookeeper/trunk@671311 13f79535-47bb-0310-9956-ffa450edef68",2008-06-24 19:25:25,Patrick D. Hunt,Mixed
31d99a300ad9b0c66905333c7775321a58345ed6,"Fixed ZOOKEEPER-75, addressed some license issues and also removed the cobertura library (gpl). Moved from junit 4.1 to junit 4.4 at the same time (tests still pass).

git-svn-id: https://svn.apache.org/repos/asf/hadoop/zookeeper/trunk@677109 13f79535-47bb-0310-9956-ffa450edef68",2008-07-15 23:49:31,Patrick D. Hunt,Mixed
2bba284640acecb5794c4f0f9be8ae66e645c7eb,"[ZOOKEEPER-39] Use Watcher objects rather than boolean on read operations

git-svn-id: https://svn.apache.org/repos/asf/hadoop/zookeeper/trunk@679557 13f79535-47bb-0310-9956-ffa450edef68",2008-07-24 21:46:30,Andrew Kornev,Not TDD
3740b7c730e6e4ccccd78c35694689292bca4ddb,"Fixed ZOOKEEPER-48 - auth_id now handled correctly when no auth ids present

git-svn-id: https://svn.apache.org/repos/asf/hadoop/zookeeper/trunk@681465 13f79535-47bb-0310-9956-ffa450edef68",2008-07-31 20:10:24,Patrick D. Hunt,Not TDD
dbd65f592ba1398b9b8ac371917cb2b9e65eaff2,"ZOOKEEPER-44. Create sequence flag children with prefixes of 0's so that they can be lexicographically sorted. (Jakob Homan via mahadev)

git-svn-id: https://svn.apache.org/repos/asf/hadoop/zookeeper/trunk@681910 13f79535-47bb-0310-9956-ffa450edef68",2008-08-02 00:07:30,Mahadev Konar,Not TDD
435bc0ff5db851d341c373bc515f6a618691e6c4,"ZOOKEEPER-111. Significant cleanup of existing tests. (Patrick Hunt via mahadev)

git-svn-id: https://svn.apache.org/repos/asf/hadoop/zookeeper/trunk@686389 13f79535-47bb-0310-9956-ffa450edef68",2008-08-15 22:02:28,Mahadev Konar,Mixed
92c538d4d830d61fcaa4346c356e63d8f23bd2f3,"ZOOKEEPER-123. Fix  the wrong class specified for the logger. (Jakob Homan via mahadev)

git-svn-id: https://svn.apache.org/repos/asf/hadoop/zookeeper/trunk@688813 13f79535-47bb-0310-9956-ffa450edef68",2008-08-25 18:16:45,Mahadev Konar,Mixed
e3e0db789177a2e77882545dbdd9eed9a23eb392,"ZOOKEEPER-63. Race condition in client close() operation. (phunt via breed)



git-svn-id: https://svn.apache.org/repos/asf/hadoop/zookeeper/trunk@689668 13f79535-47bb-0310-9956-ffa450edef68",2008-08-27 23:36:40,Benjamin Reed,Mixed
4cdb4305ad4acd8189b4f771b30f05d4cf68703e,"ZOOKEEPER-134 findbugs cleanup


git-svn-id: https://svn.apache.org/repos/asf/hadoop/zookeeper/trunk@692164 13f79535-47bb-0310-9956-ffa450edef68",2008-09-04 17:02:09,Benjamin Reed,Mixed
ada5b36e3683aadd061a9e3578c9b693f0b050ab,"ZOOKEEPER-128 test coverage on async client operations needs to be improved


git-svn-id: https://svn.apache.org/repos/asf/hadoop/zookeeper/trunk@692527 13f79535-47bb-0310-9956-ffa450edef68",2008-09-05 20:20:20,Benjamin Reed,Mixed
a6078d424766ba7ca60821ae802f3acb9e2c7758,"ZOOKEEPER-112 src/java/main ZooKeeper.java has test code embedded into it.


git-svn-id: https://svn.apache.org/repos/asf/hadoop/zookeeper/trunk@692534 13f79535-47bb-0310-9956-ffa450edef68",2008-09-05 20:30:49,Benjamin Reed,Not TDD
931322a7c7287a715b4aa7046d4af4f42ddd5cd3,"fix for ZOOKEEPER-132, creation enum to replace createflag

git-svn-id: https://svn.apache.org/repos/asf/hadoop/zookeeper/trunk@693164 13f79535-47bb-0310-9956-ffa450edef68",2008-09-08 16:55:56,Patrick D. Hunt,Mixed
217107e26bef95aeb8f669013e03191406b9c7ee,"ZOOKEEPER-130. update build.xml to support apache release process.

git-svn-id: https://svn.apache.org/repos/asf/hadoop/zookeeper/trunk@693912 13f79535-47bb-0310-9956-ffa450edef68",2008-09-10 17:49:26,Mahadev Konar,Not TDD
3553137b9a7e8d804fdb378be23196a74afaf731,"ZOOKEEPER-131. Fix Old leader election can elect a dead leader over and over again. (breed via mahadev)

git-svn-id: https://svn.apache.org/repos/asf/hadoop/zookeeper/trunk@696891 13f79535-47bb-0310-9956-ffa450edef68",2008-09-19 01:24:25,Mahadev Konar,Not TDD
ad90e3700bd147bcec1691e51d40a09b43a82f8a,"Missed adding two files for ZOOKEEPER-137


git-svn-id: https://svn.apache.org/repos/asf/hadoop/zookeeper/trunk@698738 13f79535-47bb-0310-9956-ffa450edef68",2008-09-24 21:12:26,Benjamin Reed,Not TDD
d349e7bd5ec70f62f75c6bd3c986fcd29e1b3a4c,"cleanup event type/state fields, incompatible API change, ZOOKEEPER-139

git-svn-id: https://svn.apache.org/repos/asf/hadoop/zookeeper/trunk@699114 13f79535-47bb-0310-9956-ffa450edef68",2008-09-25 22:25:28,Patrick D. Hunt,Mixed
ad482ad24cc864686f268b71896606091d92a00f,"ZOOKEEPER-21. Improve zk ctor/watcher (state transition) docs 

git-svn-id: https://svn.apache.org/repos/asf/hadoop/zookeeper/trunk@699442 13f79535-47bb-0310-9956-ffa450edef68",2008-09-26 18:09:25,Patrick D. Hunt,Mixed
c92694d86f381164dc73251af3060d48ef03ec16,"ZOOKEEPER-6.patch

git-svn-id: https://svn.apache.org/repos/asf/hadoop/zookeeper/trunk@700417 13f79535-47bb-0310-9956-ffa450edef68",2008-09-30 11:14:17,Flavio Paiva Junqueira,Not TDD
0254f868ca34105308ac3524c73111d8d770091e,"ZOOKEEPER-38. headers (version+) in log/snap files


git-svn-id: https://svn.apache.org/repos/asf/hadoop/zookeeper/trunk@700690 13f79535-47bb-0310-9956-ffa450edef68",2008-10-01 06:26:47,Benjamin Reed,Mixed
0c6294e6cab2befc330b8a5c05ceeb156550c2fe,"ZOOKEEPER-127.  Use of non-standard election ports in config breaks services


git-svn-id: https://svn.apache.org/repos/asf/hadoop/zookeeper/trunk@700714 13f79535-47bb-0310-9956-ffa450edef68",2008-10-01 08:40:02,Benjamin Reed,Mixed
ea54ef0825c6670cc6714e749d391f477420b118,"ZOOKEEPER-136.patch

git-svn-id: https://svn.apache.org/repos/asf/hadoop/zookeeper/trunk@701369 13f79535-47bb-0310-9956-ffa450edef68",2008-10-03 13:06:39,Flavio Paiva Junqueira,Mixed
ff98502017f564c14008f5e55ba536bef7d60b78,"ZOOKEEPER-8. Stat enchaned to include num of children and size

git-svn-id: https://svn.apache.org/repos/asf/hadoop/zookeeper/trunk@702583 13f79535-47bb-0310-9956-ffa450edef68",2008-10-07 18:51:49,Patrick D. Hunt,Not TDD
0bc7d41e3f15f02c81d63cc8fcf0f373ee867327,"ZOOKEEPER-33. Better ACL management (Mahadev Konar)

git-svn-id: https://svn.apache.org/repos/asf/hadoop/zookeeper/trunk@704592 13f79535-47bb-0310-9956-ffa450edef68",2008-10-14 17:47:54,Mahadev Konar,Not TDD
217fddb4b4a131fac932a65bcc45819e39fb35c4,"ZOOKEEPER-182.  zookeeper_init accepts empty host-port string and returns valid pointer to zhandle_t

git-svn-id: https://svn.apache.org/repos/asf/hadoop/zookeeper/trunk@704657 13f79535-47bb-0310-9956-ffa450edef68",2008-10-14 20:09:57,Patrick D. Hunt,Not TDD
f15c156be0ac92b252882be6d9e15058882ecfd9,"ZOOKEEPER-184. tests: An explicit include derective is needed for the usage  of memcpy(), memset(), strlen(), strdup() and free() functions --- also addressed some missing jiras from CHANGES.txt

git-svn-id: https://svn.apache.org/repos/asf/hadoop/zookeeper/trunk@704667 13f79535-47bb-0310-9956-ffa450edef68",2008-10-14 20:28:59,Patrick D. Hunt,Not TDD
82627a641750383bc7380c568291839bbea5c26e,"ZOOKEEPER-5. Upgrade Feature in Zookeeper server.

git-svn-id: https://svn.apache.org/repos/asf/hadoop/zookeeper/trunk@705421 13f79535-47bb-0310-9956-ffa450edef68",2008-10-17 00:21:43,Patrick D. Hunt,Mixed
04ac2dc3e5527cd144c8fb0aa05e8747342d01d0,"ZOOKEEPER-197. create checksums for snapshots

git-svn-id: https://svn.apache.org/repos/asf/hadoop/zookeeper/trunk@706510 13f79535-47bb-0310-9956-ffa450edef68",2008-10-21 04:26:20,Patrick D. Hunt,Not TDD
30c3c0eb55026bf73c6c6a87fe662ba458f67233,"ZOOKEEPER-43. Server side of auto reset watches.

git-svn-id: https://svn.apache.org/repos/asf/hadoop/zookeeper/trunk@706815 13f79535-47bb-0310-9956-ffa450edef68",2008-10-21 23:49:45,Mahadev Konar,Not TDD
5d56e6d2ead954483041a74112a69fb89a01199e,"ZOOKEEPER-23. Auto reset of watches on reconnect

git-svn-id: https://svn.apache.org/repos/asf/hadoop/zookeeper/trunk@706834 13f79535-47bb-0310-9956-ffa450edef68",2008-10-22 01:22:06,Patrick D. Hunt,Not TDD
f7673ae440408e4107c3a7874caf3e4df91b078c,"ZOOKEEPER-212. fix the snapshot to be asynchronous. (mahadev and ben)

git-svn-id: https://svn.apache.org/repos/asf/hadoop/zookeeper/trunk@718433 13f79535-47bb-0310-9956-ffa450edef68",2008-11-17 23:18:47,Mahadev Konar,Not TDD
128807c962823b32bfd3f2872de1e3714b1e92f4,"ZOOKEEPER-219. fix events.poll timeout in watcher test to be longer. (pat via mahadev)

git-svn-id: https://svn.apache.org/repos/asf/hadoop/zookeeper/trunk@718445 13f79535-47bb-0310-9956-ffa450edef68",2008-11-18 00:11:13,Mahadev Konar,Not TDD
fa7764c88b063a672b48ec341b9e4a6d958cdce2,"ZOOKEEPER-228. fix apache header missing in DBTest. (mahadev)

git-svn-id: https://svn.apache.org/repos/asf/hadoop/zookeeper/trunk@718702 13f79535-47bb-0310-9956-ffa450edef68",2008-11-18 20:10:57,Mahadev Konar,Not TDD
1b7dbc1c523d4105899340b064f169e88a727081,"ZOOKEEPER-226. fix exists calls that fail on server if node has null data. (mahadev)

git-svn-id: https://svn.apache.org/repos/asf/hadoop/zookeeper/trunk@718799 13f79535-47bb-0310-9956-ffa450edef68",2008-11-18 23:42:22,Mahadev Konar,Not TDD
4a9ba5da6e438dd2049325624c3f12f55a2de809,"ZOOKEEPER-211 Not all Mock tests are working

git-svn-id: https://svn.apache.org/repos/asf/hadoop/zookeeper/trunk@718832 13f79535-47bb-0310-9956-ffa450edef68",2008-11-19 01:28:16,Patrick D. Hunt,Not TDD
3fcc62dae5f63a64f68b5d36f8d22e3ecf751a78,"ZOOKEEPER-204. SetWatches needs to be the first message after auth messages to the server (ben via mahadev)

git-svn-id: https://svn.apache.org/repos/asf/hadoop/zookeeper/trunk@718925 13f79535-47bb-0310-9956-ffa450edef68",2008-11-19 10:20:35,Mahadev Konar,Not TDD
7070ea227a201d0b69c7da2a14cc54ed9bbd5428,"ZOOKEEPER-208. Zookeeper C client uses API that are not thread safe, causing crashes when multiple instances are active. (austin shoemaker, chris daroch and ben reed via mahadev)

git-svn-id: https://svn.apache.org/repos/asf/hadoop/zookeeper/trunk@719063 13f79535-47bb-0310-9956-ffa450edef68",2008-11-19 20:47:22,Mahadev Konar,Not TDD
2ed749ffd1ae55ad8090890908fa2d3d1a64b20e,"ZOOKEEPER-232. fix apache licence header in TestableZookeeper (mahadev)

git-svn-id: https://svn.apache.org/repos/asf/hadoop/zookeeper/trunk@720287 13f79535-47bb-0310-9956-ffa450edef68",2008-11-24 20:48:24,Mahadev Konar,Not TDD
4e482a0e8c2e79ea39ac98a422b604d5bd861250,"ZOOKEEPER-249. QuorumPeer.getClientPort() always returns -1. (nitay joffe via mahadev)

git-svn-id: https://svn.apache.org/repos/asf/hadoop/zookeeper/trunk@724607 13f79535-47bb-0310-9956-ffa450edef68",2008-12-09 05:09:48,Mahadev Konar,Mixed
9f7759d73f44901226873cdf2da685877fa06f62,"ZOOKEEPER-251. NullPointerException stopping and starting Zookeeper servers

git-svn-id: https://svn.apache.org/repos/asf/hadoop/zookeeper/trunk@725454 13f79535-47bb-0310-9956-ffa450edef68",2008-12-10 21:55:21,Patrick D. Hunt,Not TDD
2e135ab9287f8babeeeddcfb7cd362f4d2b4278f,"ZOOKEEPER-250. isvalidsnapshot should handle the case of 0 snapshot files better

git-svn-id: https://svn.apache.org/repos/asf/hadoop/zookeeper/trunk@725816 13f79535-47bb-0310-9956-ffa450edef68",2008-12-11 21:16:41,Patrick D. Hunt,Not TDD
10d8d9cf50040f100b0d2eedaae9fc263b06133d,"ZOOKEEPER-255. zoo_set() api does not return stat datastructure. (avery ching via mahadev)

git-svn-id: https://svn.apache.org/repos/asf/hadoop/zookeeper/trunk@728792 13f79535-47bb-0310-9956-ffa450edef68",2008-12-22 21:39:46,Mahadev Konar,Not TDD
88fab67e8bf006e10f23db1ae7059cb4c516a4a8,"ZOOKEEPER-246. review error code definition in both source and docs. (pat via mahadev)

git-svn-id: https://svn.apache.org/repos/asf/hadoop/zookeeper/trunk@728812 13f79535-47bb-0310-9956-ffa450edef68",2008-12-22 22:23:32,Mahadev Konar,Mixed
da1e988798fd0336a893e16e94d699e6b156c941,"ZOOKEEPER-234. Eliminate using statics to initialize the sever. Should allow server to be more embeddable in OSGi enviorments.

git-svn-id: https://svn.apache.org/repos/asf/hadoop/zookeeper/trunk@734847 13f79535-47bb-0310-9956-ffa450edef68",2009-01-15 22:57:14,Patrick D. Hunt,Mixed
f340e569fe7c33985298397d31b89638a397bf19,"ZOOKEEPER-268.  tostring on jute generated objects can cause NPE. (pat via mahadev)

git-svn-id: https://svn.apache.org/repos/asf/hadoop/zookeeper/trunk@737784 13f79535-47bb-0310-9956-ffa450edef68",2009-01-26 19:21:38,Mahadev Konar,Not TDD
e5b90d600c69107da88d1758c1e66eba7cc1abad,"ZOOKEEPER-267.  java client incorrectly generating syncdisconnected event when in 
disconnected state


git-svn-id: https://svn.apache.org/repos/asf/hadoop/zookeeper/trunk@738316 13f79535-47bb-0310-9956-ffa450edef68",2009-01-28 00:15:33,Benjamin Reed,Not TDD
7d8d199a4662ab710c8f3a12745b86dbdb4c7520,"ZOOKEEPER-275. Bug in FastLeaderElection. (flavio via mahadev)

git-svn-id: https://svn.apache.org/repos/asf/hadoop/zookeeper/trunk@739075 13f79535-47bb-0310-9956-ffa450edef68",2009-01-29 23:11:02,Mahadev Konar,Not TDD
a1ac465be361ff478f9b66147731e588fef64ff3,"ZOOKEEPER-276. Bookkeeper contribution (Flavio and Luca Telloli via mahadev)

git-svn-id: https://svn.apache.org/repos/asf/hadoop/zookeeper/trunk@739388 13f79535-47bb-0310-9956-ffa450edef68",2009-01-30 19:30:27,Mahadev Konar,Mixed
85fc47a95dc4cd72a5ea79bcb3ab87613fa8535b,"ZOOKEEPER-16. Need to do path validation. (pat, mahadev)

git-svn-id: https://svn.apache.org/repos/asf/hadoop/zookeeper/trunk@739446 13f79535-47bb-0310-9956-ffa450edef68",2009-01-30 23:01:33,Mahadev Konar,Not TDD
892b0941c13f3680a5e3cfc32d51694ac4861289,"ZOOKEEPER-215. expand system test environment

git-svn-id: https://svn.apache.org/repos/asf/hadoop/zookeeper/trunk@739475 13f79535-47bb-0310-9956-ffa450edef68",2009-01-31 01:04:12,Patrick D. Hunt,Not TDD
bdcdc82e97512d6094ea25775a8d77c1597e1223,"ZOOKEEPER-252. PurgeTxnLog is not handling the new dataDir directory structure

git-svn-id: https://svn.apache.org/repos/asf/hadoop/zookeeper/trunk@739479 13f79535-47bb-0310-9956-ffa450edef68",2009-01-31 01:18:30,Patrick D. Hunt,Mixed
8173d34f1bb7c59fa401c3db1c0e42264fc48924,"ZOOKEEPER-286. Make GenerateLoad use InstanceContainers. (breed via mahadev)

git-svn-id: https://svn.apache.org/repos/asf/hadoop/zookeeper/trunk@740131 13f79535-47bb-0310-9956-ffa450edef68",2009-02-02 22:26:03,Mahadev Konar,Not TDD
a4c675afff3b26171efd78ced4916e2f5fb25eb4,"ZOOKEEPER-231. Quotas in ZooKeeper. (mahadev)

git-svn-id: https://svn.apache.org/repos/asf/hadoop/zookeeper/trunk@740216 13f79535-47bb-0310-9956-ffa450edef68",2009-02-03 05:23:47,Mahadev Konar,Mixed
2890f77b0ea58176e14780d99c4dc3cc0dfa88fd,"ZOOKEEPER-291. regression for legacy code using KeeperException.Code constants (due to 246). (pat via mahadev)

git-svn-id: https://svn.apache.org/repos/asf/hadoop/zookeeper/trunk@740847 13f79535-47bb-0310-9956-ffa450edef68",2009-02-04 19:57:39,Mahadev Konar,Not TDD
4447e6dfa786f918b7e89754b10c70509fccae46,"ZOOKEEPER-293. zoo_set needs to be abi compatible (3.1 changed the signature), fix this by adding zoo_set2 (pat via mahadev)

git-svn-id: https://svn.apache.org/repos/asf/hadoop/zookeeper/trunk@741294 13f79535-47bb-0310-9956-ffa450edef68",2009-02-05 21:16:02,Mahadev Konar,Not TDD
83cf0a93c37759334fab885c2010fa0b7d953f52,"ZOOKEEPER-308. improve the atomic broadcast performance 3x. (breed via mahadev)

git-svn-id: https://svn.apache.org/repos/asf/hadoop/zookeeper/trunk@746067 13f79535-47bb-0310-9956-ffa450edef68",2009-02-20 00:23:40,Mahadev Konar,Not TDD
8b651cfb22985be3a755fb82e3619057e34f49ef,"ZOOKEEPER-334. bookkeeper benchmark (testclient.java) has compiling errros. (flavio and mahadev)

git-svn-id: https://svn.apache.org/repos/asf/hadoop/zookeeper/trunk@749812 13f79535-47bb-0310-9956-ffa450edef68",2009-03-03 22:48:50,Mahadev Konar,Not TDD
9b76dc54e7327395d6842c7e0a141ece42778cab,"ZOOKEEPER-309. core dump using zoo_get_acl()

git-svn-id: https://svn.apache.org/repos/asf/hadoop/zookeeper/trunk@752730 13f79535-47bb-0310-9956-ffa450edef68",2009-03-12 00:48:47,Patrick D. Hunt,Not TDD
05eab5e567f49d984e3c299be42d9a9760d98ec2,"ZOOKEEPER-288. Cleanup and fixes to BookKeeper (flavio via mahadev)

git-svn-id: https://svn.apache.org/repos/asf/hadoop/zookeeper/trunk@761077 13f79535-47bb-0310-9956-ffa450edef68",2009-04-01 21:50:03,Mahadev Konar,Mixed
8aeade991cb813d3fa28e5f76931707e90d03274,"ZOOKEEPER-305.  Replace timers with semaphores in FLENewEpochTest. (flavio via mahadev)

git-svn-id: https://svn.apache.org/repos/asf/hadoop/zookeeper/trunk@761126 13f79535-47bb-0310-9956-ffa450edef68",2009-04-02 00:35:57,Mahadev Konar,Not TDD
56a1186f817bf13f7672ad07e31684bcd0f536f6,"ZOOKEEPER-60. Get cppunit tests running as part of Hudson CI. (girish via mahadev)

git-svn-id: https://svn.apache.org/repos/asf/hadoop/zookeeper/trunk@761433 13f79535-47bb-0310-9956-ffa450edef68",2009-04-02 21:28:27,Mahadev Konar,Not TDD
c9e8662617ac5d99cc08f858c21dc9c4ba175881,"ZOOKEEPER-362. Issues with FLENewEpochTest. (fix bug in Fast leader election) (flavio via mahadev)

git-svn-id: https://svn.apache.org/repos/asf/hadoop/zookeeper/trunk@761816 13f79535-47bb-0310-9956-ffa450edef68",2009-04-03 22:01:18,Mahadev Konar,Not TDD
b6320b80a4c08958d5b5028cf065cbcc57894a86,"ZOOKEEPER-343. add tests that specifically verify the zkmain and qpmain classes. (phunt via mahadev)

git-svn-id: https://svn.apache.org/repos/asf/hadoop/zookeeper/trunk@762532 13f79535-47bb-0310-9956-ffa450edef68",2009-04-06 22:19:05,Mahadev Konar,Mixed
06d451ad0c982c098458f7a40463b5034708bcfc,"ZOOKEEPER-363. NPE when recovering ledger with no hint. (flavio via mahadev)

git-svn-id: https://svn.apache.org/repos/asf/hadoop/zookeeper/trunk@762602 13f79535-47bb-0310-9956-ffa450edef68",2009-04-07 02:43:38,Mahadev Konar,Mixed
764e34ca913283f1059de2055b0aa313c0514c2a,"ZOOKEEPER-355. make validatePath non public in Zookeeper client api. (phunt via mahadev)

git-svn-id: https://svn.apache.org/repos/asf/hadoop/zookeeper/trunk@763799 13f79535-47bb-0310-9956-ffa450edef68",2009-04-09 21:02:49,Mahadev Konar,Not TDD
4b9f4168f19568a3c7bc89c0f7053e441cde0153,"ZOOKEEPER-361. integrate cppunit testing as part of hudson patch process. (giri via mahadev)

git-svn-id: https://svn.apache.org/repos/asf/hadoop/zookeeper/trunk@764673 13f79535-47bb-0310-9956-ffa450edef68",2009-04-14 04:55:06,Mahadev Konar,Not TDD
b82c45bd81386d5af77570393e5540c360e263ca,"ZOOKEEPER-374. Uninitialized struct variable in C causes warning which is treated as an error (phunt via mahadev)

git-svn-id: https://svn.apache.org/repos/asf/hadoop/zookeeper/trunk@765746 13f79535-47bb-0310-9956-ffa450edef68",2009-04-16 20:28:17,Mahadev Konar,Not TDD
